50379dcb0614f3257a2e6cd8,SUNDAY,38%
50379dcb0614f3257a2e6cd8,SATURDAY,43%
50379dcb0614f3257a2e6cd8,epochstamp,1345822155
50379dcb0614f3257a2e6cd8,popularity,66
50379dcb0614f3257a2e6cd8,loyalty,91
50379dcb0614f3257a2e6cd8,_id,50379dcb0614f3257a2e6cd8
50379dcb0614f3257a2e6cd8,address,"602 King St, Alexandria, VA 22314"
50379def0614f3257a2e6d05,transactions,Based on under 100 transactions
50379def0614f3257a2e6d05,url,http://www.bundle.com/merchant/detail/fringe-salon-chesapeake-va-20227253/
50379def0614f3257a2e6d05,telephone,(757) 277-9932
50379def0614f3257a2e6d05,Couples,39%
50379def0614f3257a2e6d05,Singles,28%
50379def0614f3257a2e6d05,Families,42%
50379def0614f3257a2e6d05,36-49 Year Olds,38%
50379def0614f3257a2e6d05,Locals,64%
50379def0614f3257a2e6d05,epochstamp,1345822191
50379def0614f3257a2e6d05,popularity,40
50379def0614f3257a2e6d05,loyalty,21
50379def0614f3257a2e6d05,_id,50379def0614f3257a2e6d05
50379def0614f3257a2e6d05,address,"1400 Kempsville Rd Ste 106, Chesapeake, VA 23320"
50379e3e0614f3257a2e6d5a,transactions,Based on over 500 transactions
50379e3e0614f3257a2e6d5a,url,http://www.bundle.com/merchant/detail/ranch-1-new-york-ny-1362218/
50379e3e0614f3257a2e6d5a,telephone,(212) 869-9111
50379e3e0614f3257a2e6d5a,Wed,10:00 - 19:30
50379e3e0614f3257a2e6d5a,Fri,10:00 - 19:30
50379e3e0614f3257a2e6d5a,Tue,10:00 - 19:30
50379e3e0614f3257a2e6d5a,Mon,10:00 - 19:30
50379e3e0614f3257a2e6d5a,Thu,10:00 - 19:30
50379e3e0614f3257a2e6d5a,Sat,10:00 - 15:30
50379e3e0614f3257a2e6d5a,Young Couples,8%
50379e3e0614f3257a2e6d5a,Families,36%
50379e3e0614f3257a2e6d5a,36-49 Year Olds,39%
50379e3e0614f3257a2e6d5a,Locals,45%
50379e3e0614f3257a2e6d5a,18-25 Year Olds,7%
50379e3e0614f3257a2e6d5a,MONDAY,95%
50379e3e0614f3257a2e6d5a,TUESDAY,100%
50379e3e0614f3257a2e6d5a,FRIDAY,90%
50379e3e0614f3257a2e6d5a,WEDNESDAY,99%
50379e3e0614f3257a2e6d5a,THURSDAY,99%
50379e3e0614f3257a2e6d5a,SUNDAY,8%
50379e3e0614f3257a2e6d5a,SATURDAY,15%
50379e3e0614f3257a2e6d5a,epochstamp,1345822270
50379e3e0614f3257a2e6d5a,popularity,88
50379e3e0614f3257a2e6d5a,loyalty,81
50379e3e0614f3257a2e6d5a,_id,50379e3e0614f3257a2e6d5a
50379e3e0614f3257a2e6d5a,address,"141 W41st St, New York, NY 10036"
50379e890614f3257a2e6daa,transactions,Based on over 500 transactions
50379e890614f3257a2e6daa,url,http://www.bundle.com/merchant/detail/luma-restaurant-aspinwall-pa-3163419/
50379e890614f3257a2e6daa,telephone,(412) 781-0355
50379e890614f3257a2e6daa,Couples,53%
50379e890614f3257a2e6daa,Singles,33%
50379e890614f3257a2e6daa,Foodies,11%
50379e890614f3257a2e6daa,Fashionistas,8%
50379e890614f3257a2e6daa,Single Ladies,9%
50379e890614f3257a2e6daa,MONDAY,48%
50379e890614f3257a2e6daa,TUESDAY,57%
50379e890614f3257a2e6daa,FRIDAY,100%
50379e890614f3257a2e6daa,WEDNESDAY,62%
50379e890614f3257a2e6daa,THURSDAY,60%
50379e890614f3257a2e6daa,SUNDAY,16%
50379e890614f3257a2e6daa,SATURDAY,77%
50379e890614f3257a2e6daa,epochstamp,1345822345
50379e890614f3257a2e6daa,popularity,76
50379e890614f3257a2e6daa,loyalty,32
50379e890614f3257a2e6daa,_id,50379e890614f3257a2e6daa
50379e890614f3257a2e6daa,address,"8 Brilliant Ave, Pittsburgh, PA 15215"
50379e960614f3257a2e6db9,transactions,Based on over 500 transactions
50379e960614f3257a2e6db9,url,http://www.bundle.com/merchant/detail/ranch-616-austin-tx-601527/
50379e960614f3257a2e6db9,telephone,(512) 479-7616
50379e960614f3257a2e6db9,Wed,11:00 - 14:30
50379e960614f3257a2e6db9,Fri,11:00 - 14:30
50379e960614f3257a2e6db9,Tue,11:00 - 14:30
50379e960614f3257a2e6db9,Mon,11:00 - 14:30
50379e960614f3257a2e6db9,Thu,11:00 - 14:30
50379e960614f3257a2e6db9,Sat,11:00 - 14:30
50379e960614f3257a2e6db9,Singles,46%
50379e960614f3257a2e6db9,26-35 Year Olds,41%
50379e960614f3257a2e6db9,Foodies,17%
50379e960614f3257a2e6db9,Bachelors,27%
50379e960614f3257a2e6db9,Fashionistas,16%
50379e960614f3257a2e6db9,MONDAY,20%
50379e960614f3257a2e6db9,TUESDAY,23%
50379e960614f3257a2e6db9,FRIDAY,56%
50379e960614f3257a2e6db9,WEDNESDAY,26%
50379e960614f3257a2e6db9,THURSDAY,32%
50379e960614f3257a2e6db9,SUNDAY,99%
50379e960614f3257a2e6db9,SATURDAY,100%
50379e960614f3257a2e6db9,epochstamp,1345822358
50379e960614f3257a2e6db9,popularity,97
50379e960614f3257a2e6db9,loyalty,38
50379e960614f3257a2e6db9,_id,50379e960614f3257a2e6db9
50379e960614f3257a2e6db9,address,"616 Nueces St, Austin, TX 78701"
50379eaa0614f3257a2e6dd2,url,http://www.bundle.com/merchant/detail/nexar-auto-houston-tx-20141479/
50379eaa0614f3257a2e6dd2,telephone,(713) 782-9111
50379eaa0614f3257a2e6dd2,epochstamp,1345822378
50379eaa0614f3257a2e6dd2,address,"2902 Hillcroft St, Houston, TX 77057"
50379eaa0614f3257a2e6dd2,_id,50379eaa0614f3257a2e6dd2
50379ede0614f3257a2e6e08,transactions,Based on under 100 transactions
50379ede0614f3257a2e6e08,url,http://www.bundle.com/merchant/detail/ruchi-indian-restaurant-temple-terrace-fl-23769275/
50379ede0614f3257a2e6e08,telephone,(813) 374-0386
50379ede0614f3257a2e6e08,Singles,72%
50379ede0614f3257a2e6e08,epochstamp,1345822430
50379ede0614f3257a2e6e08,popularity,2
50379ede0614f3257a2e6e08,loyalty,5
50379ede0614f3257a2e6e08,_id,50379ede0614f3257a2e6e08
50379ede0614f3257a2e6e08,address,"8447 N56th St, Temple Terrace, FL 33617"
50379f040614f3257a2e6e33,transactions,Based on over 500 transactions
50379f040614f3257a2e6e33,url,http://www.bundle.com/merchant/detail/label-7-pittsford-ny-2942148/
50379f040614f3257a2e6e33,telephone,(585) 267-7500
50379f040614f3257a2e6e33,Couples,43%
50379f040614f3257a2e6e33,Fashionistas,4%
50379f040614f3257a2e6e33,Foodies,9%
50379f040614f3257a2e6e33,Families,40%
50379f040614f3257a2e6e33,36-49 Year Olds,32%
50379f040614f3257a2e6e33,MONDAY,1%
50379f040614f3257a2e6e33,TUESDAY,47%
50379f040614f3257a2e6e33,FRIDAY,100%
50379f040614f3257a2e6e33,WEDNESDAY,53%
50379f040614f3257a2e6e33,THURSDAY,63%
50379f040614f3257a2e6e33,SUNDAY,1%
50379f040614f3257a2e6e33,SATURDAY,95%
50379f040614f3257a2e6e33,epochstamp,1345822468
50379f040614f3257a2e6e33,popularity,76
50379f040614f3257a2e6e33,loyalty,18
50379f040614f3257a2e6e33,_id,50379f040614f3257a2e6e33
50379f040614f3257a2e6e33,address,"50 State St Ste 25, Pittsford, NY 14534"
50379f4b0614f3257a2e6e7f,transactions,Based on over 500 transactions
50379f4b0614f3257a2e6e7f,url,http://www.bundle.com/merchant/detail/lokal-chicago-il-3891601/
50379f4b0614f3257a2e6e7f,telephone,(773) 904-8113
50379f4b0614f3257a2e6e7f,Wed,17:00 - 2:00
50379f4b0614f3257a2e6e7f,Sun,9:00 - 15:30
50379f4b0614f3257a2e6e7f,Fri,17:00 - 2:00
50379f4b0614f3257a2e6e7f,Tue,17:00 - 2:00
50379f4b0614f3257a2e6e7f,Mon,9:00 - 16:00
50379f4b0614f3257a2e6e7f,Thu,17:00 - 2:00
50379f4b0614f3257a2e6e7f,Sat,9:00 - 15:30
50379f4b0614f3257a2e6e7f,Singles,63%
50379f4b0614f3257a2e6e7f,26-35 Year Olds,48%
50379f4b0614f3257a2e6e7f,Bachelors,30%
50379f4b0614f3257a2e6e7f,Single Ladies,16%
50379f4b0614f3257a2e6e7f,18-25 Year Olds,9%
50379f4b0614f3257a2e6e7f,MONDAY,10%
50379f4b0614f3257a2e6e7f,TUESDAY,17%
50379f4b0614f3257a2e6e7f,FRIDAY,30%
50379f4b0614f3257a2e6e7f,WEDNESDAY,18%
50379f4b0614f3257a2e6e7f,THURSDAY,23%
50379f4b0614f3257a2e6e7f,SUNDAY,100%
50379f4b0614f3257a2e6e7f,SATURDAY,90%
50379f4b0614f3257a2e6e7f,epochstamp,1345822539
50379f4b0614f3257a2e6e7f,popularity,61
50379f4b0614f3257a2e6e7f,loyalty,4
50379f4b0614f3257a2e6e7f,_id,50379f4b0614f3257a2e6e7f
50379f4b0614f3257a2e6e7f,address,"1904 W North Ave, Chicago, IL 60622"
50379f570614f3257a2e6e8c,transactions,Based on over 100 transactions
50379f570614f3257a2e6e8c,url,http://www.bundle.com/merchant/detail/last-laff-bar-and-grill-rochester-ny-4388955/
50379f570614f3257a2e6e8c,telephone,(585) 663-5233
50379f570614f3257a2e6e8c,Couples,48%
50379f570614f3257a2e6e8c,Singles,32%
50379f570614f3257a2e6e8c,Young Couples,8%
50379f570614f3257a2e6e8c,Single Ladies,9%
50379f570614f3257a2e6e8c,Locals,31%
50379f570614f3257a2e6e8c,MONDAY,21%
50379f570614f3257a2e6e8c,TUESDAY,35%
50379f570614f3257a2e6e8c,FRIDAY,100%
50379f570614f3257a2e6e8c,WEDNESDAY,33%
50379f570614f3257a2e6e8c,THURSDAY,27%
50379f570614f3257a2e6e8c,SUNDAY,50%
50379f570614f3257a2e6e8c,SATURDAY,65%
50379f570614f3257a2e6e8c,epochstamp,1345822551
50379f570614f3257a2e6e8c,popularity,62
50379f570614f3257a2e6e8c,loyalty,16
50379f570614f3257a2e6e8c,_id,50379f570614f3257a2e6e8c
50379f570614f3257a2e6e8c,address,"4768 Lake Ave, Rochester, NY 14612"
5037a0590614f3257a2e6f68,transactions,Based on over 500 transactions
5037a0590614f3257a2e6f68,url,http://www.bundle.com/merchant/detail/raffis-on-5th-naperville-il-4869346/
5037a0590614f3257a2e6f68,telephone,(630) 961-8203
5037a0590614f3257a2e6f68,Couples,57%
5037a0590614f3257a2e6f68,Foodies,5%
5037a0590614f3257a2e6f68,Fashionistas,9%
5037a0590614f3257a2e6f68,Locals,42%
5037a0590614f3257a2e6f68,18-25 Year Olds,2%
5037a0590614f3257a2e6f68,MONDAY,35%
5037a0590614f3257a2e6f68,TUESDAY,55%
5037a0590614f3257a2e6f68,FRIDAY,100%
5037a0590614f3257a2e6f68,WEDNESDAY,56%
5037a0590614f3257a2e6f68,THURSDAY,62%
5037a0590614f3257a2e6f68,SUNDAY,20%
5037a0590614f3257a2e6f68,SATURDAY,100%
5037a0590614f3257a2e6f68,epochstamp,1345822809
5037a0590614f3257a2e6f68,popularity,67
5037a0590614f3257a2e6f68,loyalty,47
5037a0590614f3257a2e6f68,_id,5037a0590614f3257a2e6f68
5037a0590614f3257a2e6f68,address,"200 E5th Ave Ste 127, Naperville, IL 60563"
5037a0de0614f3257a2e6fbc,transactions,Based on over 200 transactions
5037a0de0614f3257a2e6fbc,url,http://www.bundle.com/merchant/detail/ranellis-deli-and-cafe-birmingham-al-4297950/
5037a0de0614f3257a2e6fbc,telephone,(205) 933-6983
5037a0de0614f3257a2e6fbc,Thu,10:00 - 18:00
5037a0de0614f3257a2e6fbc,Fri,10:00 - 18:00
5037a0de0614f3257a2e6fbc,Wed,10:00 - 18:00
5037a0de0614f3257a2e6fbc,Mon,10:00 - 18:00
5037a0de0614f3257a2e6fbc,Tue,10:00 - 18:00
5037a0de0614f3257a2e6fbc,Couples,43%
5037a0de0614f3257a2e6fbc,Singles,35%
5037a0de0614f3257a2e6fbc,Bachelors,24%
5037a0de0614f3257a2e6fbc,36-49 Year Olds,25%
5037a0de0614f3257a2e6fbc,26-35 Year Olds,24%
5037a0de0614f3257a2e6fbc,MONDAY,65%
5037a0de0614f3257a2e6fbc,TUESDAY,67%
5037a0de0614f3257a2e6fbc,FRIDAY,94%
5037a0de0614f3257a2e6fbc,WEDNESDAY,67%
5037a0de0614f3257a2e6fbc,THURSDAY,100%
5037a0de0614f3257a2e6fbc,SUNDAY,0%
5037a0de0614f3257a2e6fbc,SATURDAY,0%
5037a0de0614f3257a2e6fbc,epochstamp,1345822942
5037a0de0614f3257a2e6fbc,popularity,32
5037a0de0614f3257a2e6fbc,loyalty,30
5037a0de0614f3257a2e6fbc,_id,5037a0de0614f3257a2e6fbc
5037a0de0614f3257a2e6fbc,address,"1225 20th St S, Birmingham, AL 35205"
5037a1160614f3257a2e6fee,transactions,Based on over 500 transactions
5037a1160614f3257a2e6fee,url,http://www.bundle.com/merchant/detail/lotsa-noodles-oklahoma-city-ok-19249662/
5037a1160614f3257a2e6fee,telephone,(405) 752-2695
5037a1160614f3257a2e6fee,Young Couples,6%
5037a1160614f3257a2e6fee,Families,41%
5037a1160614f3257a2e6fee,36-49 Year Olds,30%
5037a1160614f3257a2e6fee,Locals,56%
5037a1160614f3257a2e6fee,18-25 Year Olds,7%
5037a1160614f3257a2e6fee,MONDAY,82%
5037a1160614f3257a2e6fee,TUESDAY,91%
5037a1160614f3257a2e6fee,FRIDAY,100%
5037a1160614f3257a2e6fee,WEDNESDAY,83%
5037a1160614f3257a2e6fee,THURSDAY,81%
5037a1160614f3257a2e6fee,SUNDAY,90%
5037a1160614f3257a2e6fee,SATURDAY,92%
5037a1160614f3257a2e6fee,epochstamp,1345822998
5037a1160614f3257a2e6fee,popularity,83
5037a1160614f3257a2e6fee,loyalty,64
5037a1160614f3257a2e6fee,_id,5037a1160614f3257a2e6fee
5037a1160614f3257a2e6fee,address,"2410 W Memorial Rd, Oklahoma City, OK 73134"
5037a12e0614f3257a2e6ffe,transactions,Based on over 500 transactions
5037a12e0614f3257a2e6ffe,url,http://www.bundle.com/merchant/detail/rubys-diner-ardmore-pa-17839875/
5037a12e0614f3257a2e6ffe,telephone,(610) 896-7829
5037a12e0614f3257a2e6ffe,Wed,7:00 - 21:00
5037a12e0614f3257a2e6ffe,Sun,7:00 - 21:00
5037a12e0614f3257a2e6ffe,Fri,7:00 - 22:00
5037a12e0614f3257a2e6ffe,Tue,7:00 - 21:00
5037a12e0614f3257a2e6ffe,Mon,7:00 - 21:00
5037a12e0614f3257a2e6ffe,Thu,7:00 - 21:00
5037a12e0614f3257a2e6ffe,Sat,7:00 - 22:00
5037a12e0614f3257a2e6ffe,Fashionistas,14%
5037a12e0614f3257a2e6ffe,Young Couples,5%
5037a12e0614f3257a2e6ffe,Families,47%
5037a12e0614f3257a2e6ffe,36-49 Year Olds,41%
5037a12e0614f3257a2e6ffe,Single Ladies,8%
5037a12e0614f3257a2e6ffe,MONDAY,55%
5037a12e0614f3257a2e6ffe,TUESDAY,62%
5037a12e0614f3257a2e6ffe,FRIDAY,81%
5037a12e0614f3257a2e6ffe,WEDNESDAY,62%
5037a12e0614f3257a2e6ffe,THURSDAY,69%
5037a12e0614f3257a2e6ffe,SUNDAY,84%
5037a12e0614f3257a2e6ffe,SATURDAY,100%
5037a12e0614f3257a2e6ffe,epochstamp,1345823022
5037a12e0614f3257a2e6ffe,popularity,95
5037a12e0614f3257a2e6ffe,loyalty,55
5037a12e0614f3257a2e6ffe,_id,5037a12e0614f3257a2e6ffe
5037a12e0614f3257a2e6ffe,address,"5 Coulter Ave, Ardmore, PA 19003"
5037a1820614f3257a2e7048,transactions,Based on over 500 transactions
5037a1820614f3257a2e7048,url,http://www.bundle.com/merchant/detail/lucky-china-inn-columbia-md-4275335/
5037a1820614f3257a2e7048,telephone,(410) 997-5454
5037a1820614f3257a2e7048,Singles,37%
5037a1820614f3257a2e7048,26-35 Year Olds,33%
5037a1820614f3257a2e7048,Families,41%
5037a1820614f3257a2e7048,Single Ladies,12%
5037a1820614f3257a2e7048,Locals,72%
5037a1820614f3257a2e7048,MONDAY,72%
5037a1820614f3257a2e7048,TUESDAY,72%
5037a1820614f3257a2e7048,FRIDAY,100%
5037a1820614f3257a2e7048,WEDNESDAY,71%
5037a1820614f3257a2e7048,THURSDAY,89%
5037a1820614f3257a2e7048,SUNDAY,85%
5037a1820614f3257a2e7048,SATURDAY,86%
5037a1820614f3257a2e7048,epochstamp,1345823106
5037a1820614f3257a2e7048,popularity,46
5037a1820614f3257a2e7048,loyalty,60
5037a1820614f3257a2e7048,_id,5037a1820614f3257a2e7048
5037a1820614f3257a2e7048,address,"5865 Robert Oliver Pl Ste E, Columbia, MD 21045"
5037a19d0614f3257a2e705e,url,http://www.bundle.com/merchant/detail/vidells-day-spa-wilmington-de-4014706/
5037a19d0614f3257a2e705e,telephone,(302) 656-1784
5037a19d0614f3257a2e705e,epochstamp,1345823133
5037a19d0614f3257a2e705e,address,"33B Trolley Sq, Wilmington, DE 19806"
5037a19d0614f3257a2e705e,_id,5037a19d0614f3257a2e705e
5037a23c0614f3257a2e7101,transactions,Based on over 500 transactions
5037a23c0614f3257a2e7101,url,http://www.bundle.com/merchant/detail/riverbound-cafe-mechanicsville-va-19644254/
5037a23c0614f3257a2e7101,telephone,(804) 559-3663
5037a23c0614f3257a2e7101,Couples,51%
5037a23c0614f3257a2e7101,26-35 Year Olds,20%
5037a23c0614f3257a2e7101,Families,36%
5037a23c0614f3257a2e7101,36-49 Year Olds,27%
5037a23c0614f3257a2e7101,Locals,79%
5037a23c0614f3257a2e7101,MONDAY,80%
5037a23c0614f3257a2e7101,TUESDAY,48%
5037a23c0614f3257a2e7101,FRIDAY,63%
5037a23c0614f3257a2e7101,WEDNESDAY,59%
5037a23c0614f3257a2e7101,THURSDAY,57%
5037a23c0614f3257a2e7101,SUNDAY,100%
5037a23c0614f3257a2e7101,SATURDAY,75%
5037a23c0614f3257a2e7101,epochstamp,1345823292
5037a23c0614f3257a2e7101,popularity,82
5037a23c0614f3257a2e7101,loyalty,86
5037a23c0614f3257a2e7101,_id,5037a23c0614f3257a2e7101
5037a23c0614f3257a2e7101,address,"8005 Creighton Pkwy Ste K, Mechanicsville, VA 23111"
5037a2510614f3257a2e7118,transactions,Based on over 500 transactions
5037a2510614f3257a2e7118,url,http://www.bundle.com/merchant/detail/red-river-steakhouse-mclean-tx-2469789/
5037a2510614f3257a2e7118,telephone,(806) 779-8940
5037a2510614f3257a2e7118,Couples,58%
5037a2510614f3257a2e7118,Singles,22%
5037a2510614f3257a2e7118,Foodies,4%
5037a2510614f3257a2e7118,Families,23%
5037a2510614f3257a2e7118,Bachelors,16%
5037a2510614f3257a2e7118,MONDAY,0%
5037a2510614f3257a2e7118,TUESDAY,63%
5037a2510614f3257a2e7118,FRIDAY,84%
5037a2510614f3257a2e7118,WEDNESDAY,44%
5037a2510614f3257a2e7118,THURSDAY,51%
5037a2510614f3257a2e7118,SUNDAY,0%
5037a2510614f3257a2e7118,SATURDAY,100%
5037a2510614f3257a2e7118,epochstamp,1345823313
5037a2510614f3257a2e7118,popularity,71
5037a2510614f3257a2e7118,loyalty,41
5037a2510614f3257a2e7118,_id,5037a2510614f3257a2e7118
5037a2510614f3257a2e7118,address,"101 W Highway 66, Mclean, TX 79057"
5037a39d0614f3257a2e7287,transactions,Based on over 500 transactions
5037a39d0614f3257a2e7287,url,http://www.bundle.com/merchant/detail/rak-thai-bistro-grand-rapids-mi-2004208/
5037a39d0614f3257a2e7287,telephone,(616) 363-2222
5037a39d0614f3257a2e7287,Wed,11:00 - 21:00
5037a39d0614f3257a2e7287,Fri,11:00 - 22:00
5037a39d0614f3257a2e7287,Tue,11:00 - 21:00
5037a39d0614f3257a2e7287,Mon,11:00 - 21:00
5037a39d0614f3257a2e7287,Thu,11:00 - 21:00
5037a39d0614f3257a2e7287,Sat,12:00 - 22:00
5037a39d0614f3257a2e7287,Singles,33%
5037a39d0614f3257a2e7287,Families,51%
5037a39d0614f3257a2e7287,36-49 Year Olds,41%
5037a39d0614f3257a2e7287,Locals,66%
5037a39d0614f3257a2e7287,Single Ladies,10%
5037a39d0614f3257a2e7287,MONDAY,50%
5037a39d0614f3257a2e7287,TUESDAY,70%
5037a39d0614f3257a2e7287,FRIDAY,100%
5037a39d0614f3257a2e7287,WEDNESDAY,72%
5037a39d0614f3257a2e7287,THURSDAY,75%
5037a39d0614f3257a2e7287,SUNDAY,0%
5037a39d0614f3257a2e7287,SATURDAY,98%
5037a39d0614f3257a2e7287,epochstamp,1345823645
5037a39d0614f3257a2e7287,popularity,59
5037a39d0614f3257a2e7287,loyalty,53
5037a39d0614f3257a2e7287,_id,5037a39d0614f3257a2e7287
5037a39d0614f3257a2e7287,address,"5260 Northland Dr NE, Grand Rapids, MI 49525"
5037a3d30614f3257a2e72b8,transactions,Based on over 500 transactions
5037a3d30614f3257a2e72b8,url,http://www.bundle.com/merchant/detail/garys-dewey-beach-grill-dewey-beach-de-69534/
5037a3d30614f3257a2e72b8,Singles,49%
5037a3d30614f3257a2e72b8,26-35 Year Olds,35%
5037a3d30614f3257a2e72b8,Young Couples,6%
5037a3d30614f3257a2e72b8,Single Ladies,14%
5037a3d30614f3257a2e72b8,18-25 Year Olds,9%
5037a3d30614f3257a2e72b8,MONDAY,26%
5037a3d30614f3257a2e72b8,TUESDAY,14%
5037a3d30614f3257a2e72b8,FRIDAY,57%
5037a3d30614f3257a2e72b8,WEDNESDAY,17%
5037a3d30614f3257a2e72b8,THURSDAY,21%
5037a3d30614f3257a2e72b8,SUNDAY,67%
5037a3d30614f3257a2e72b8,SATURDAY,100%
5037a3d30614f3257a2e72b8,epochstamp,1345823699
5037a3d30614f3257a2e72b8,popularity,58
5037a3d30614f3257a2e72b8,loyalty,35
5037a3d30614f3257a2e72b8,_id,5037a3d30614f3257a2e72b8
5037a3d30614f3257a2e72b8,address,"2000 Highway One & New Orleans St, Dewey Beach, DE 19971"
5037a4d40614f3257a2e73c9,transactions,Based on over 500 transactions
5037a4d40614f3257a2e73c9,url,http://www.bundle.com/merchant/detail/rub-detroit-mi-21441897/
5037a4d40614f3257a2e73c9,telephone,(313) 964-0782
5037a4d40614f3257a2e73c9,Wed,11:00 - 24:00
5037a4d40614f3257a2e73c9,Sun,11:00 - 24:00
5037a4d40614f3257a2e73c9,Fri,11:00 - 24:00
5037a4d40614f3257a2e73c9,Tue,11:00 - 24:00
5037a4d40614f3257a2e73c9,Mon,11:00 - 24:00
5037a4d40614f3257a2e73c9,Thu,11:00 - 24:00
5037a4d40614f3257a2e73c9,Sat,11:00 - 24:00
5037a4d40614f3257a2e73c9,Singles,35%
5037a4d40614f3257a2e73c9,26-35 Year Olds,36%
5037a4d40614f3257a2e73c9,Young Couples,8%
5037a4d40614f3257a2e73c9,Bachelors,21%
5037a4d40614f3257a2e73c9,18-25 Year Olds,6%
5037a4d40614f3257a2e73c9,MONDAY,31%
5037a4d40614f3257a2e73c9,TUESDAY,52%
5037a4d40614f3257a2e73c9,FRIDAY,76%
5037a4d40614f3257a2e73c9,WEDNESDAY,48%
5037a4d40614f3257a2e73c9,THURSDAY,60%
5037a4d40614f3257a2e73c9,SUNDAY,82%
5037a4d40614f3257a2e73c9,SATURDAY,100%
5037a4d40614f3257a2e73c9,epochstamp,1345823956
5037a4d40614f3257a2e73c9,popularity,78
5037a4d40614f3257a2e73c9,loyalty,8
5037a4d40614f3257a2e73c9,_id,5037a4d40614f3257a2e73c9
5037a4d40614f3257a2e73c9,address,"18 W Adams Ave, Detroit, MI 48226"
5037a52f0614f3257a2e7431,transactions,Based on over 500 transactions
5037a52f0614f3257a2e7431,url,http://www.bundle.com/merchant/detail/garden-cafe-new-york-ny-21092367/
5037a52f0614f3257a2e7431,telephone,(212) 544-9480
5037a52f0614f3257a2e7431,Wed,11:00 - 23:00
5037a52f0614f3257a2e7431,Sun,10:00 - 23:00
5037a52f0614f3257a2e7431,Fri,11:00 - 23:00
5037a52f0614f3257a2e7431,Tue,11:00 - 23:00
5037a52f0614f3257a2e7431,Mon,11:00 - 23:00
5037a52f0614f3257a2e7431,Thu,11:00 - 23:00
5037a52f0614f3257a2e7431,Sat,10:00 - 23:00
5037a52f0614f3257a2e7431,Singles,84%
5037a52f0614f3257a2e7431,Couples,29%
5037a52f0614f3257a2e7431,36-49 Year Olds,34%
5037a52f0614f3257a2e7431,Locals,65%
5037a52f0614f3257a2e7431,Single Ladies,29%
5037a52f0614f3257a2e7431,MONDAY,39%
5037a52f0614f3257a2e7431,TUESDAY,47%
5037a52f0614f3257a2e7431,FRIDAY,72%
5037a52f0614f3257a2e7431,WEDNESDAY,52%
5037a52f0614f3257a2e7431,THURSDAY,47%
5037a52f0614f3257a2e7431,SUNDAY,100%
5037a52f0614f3257a2e7431,SATURDAY,97%
5037a52f0614f3257a2e7431,epochstamp,1345824047
5037a52f0614f3257a2e7431,popularity,88
5037a52f0614f3257a2e7431,loyalty,86
5037a52f0614f3257a2e7431,_id,5037a52f0614f3257a2e7431
5037a52f0614f3257a2e7431,address,"4961 Broadway, New York, NY 10034"
5037a5890614f3257a2e748f,transactions,Based on over 500 transactions
5037a5890614f3257a2e748f,url,http://www.bundle.com/merchant/detail/la-tasca-rockville-md-4755826/
5037a5890614f3257a2e748f,telephone,(301) 279-7011
5037a5890614f3257a2e748f,Wed,11:00 - 17:00
